Year,Leading Cause,Sex,Race Ethnicity,Deaths
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,172
2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,18
2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,5
2014,Alzheimer's Disease (G30),Female,Not Stated/Unknown,0
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,192
2012,All Other Causes,Female,Not Stated/Unknown,53
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,144
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,80
2013,Diabetes Mellitus (E10-E14),Female,Hispanic,221
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Other Race/ Ethnicity,0
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,207
2010,All Other Causes,Female,White Non-Hispanic,2140
2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,10
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,496
2014,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,657
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,86
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,191
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Not Stated/Unknown,5
2010,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,34
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,92
2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,10
2009,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3346
2014,Diabetes Mellitus (E10-E14),Male,Hispanic,186
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,170
2007,Septicemia (A40-A41),Female,Hispanic,49
2008,Insitu or Benign / Uncertain Neoplasms (D00-D48),Female,Not Stated/Unknown,5
2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Not Stated/Unknown,8
2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,155
2009,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,0
2014,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,218
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,0
2010,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1045
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,115
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,0
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,189
2007,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,78
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,281
2008,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,210
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,272
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,188
2013,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,32
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,10
2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Hispanic,54
2010,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,245
2013,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,427
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,0
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,32
2010,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Asian and Pacific Islander,18
2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,70
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,0
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,57
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,402
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,193
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,40
2011,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,0
2009,Alzheimer's Disease (G30),Female,Hispanic,56
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,155
2010,All Other Causes,Male,Not Stated/Unknown,32
2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,5
2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,5
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Other Race/ Ethnicity,0
2014,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,25
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,50
2009,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,285
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,21
2010,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1540
2013,All Other Causes,Female,Asian and Pacific Islander,320
2014,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,8
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,555
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,35
2010,All Other Causes,Male,Asian and Pacific Islander,308
2010,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,51
2007,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,163
2007,All Other Causes,Female,Hispanic,820
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,707
2010,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,0
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,0
2014,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,8
2012,Alzheimer's Disease (G30),Female,Black Non-Hispanic,115
2012,All Other Causes,Male,Black Non-Hispanic,1320
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Not Stated/Unknown,0
2010,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,0
2013,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,71
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,204
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,0
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,39
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,12
2008,All Other Causes,Male,Other Race/ Ethnicity,8
2014,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1146
2011,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,37
2009,All Other Causes,Male,Asian and Pacific Islander,220
2007,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,528
2013,Alzheimer's Disease (G30),Female,Black Non-Hispanic,106
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,9
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,72
2009,All Other Causes,Female,Other Race/ Ethnicity,11
2014,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,398
2011,Parkinson's Disease (G20),Female,Not Stated/Unknown,0
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,150
2013,All Other Causes,Female,Hispanic,1082
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,0
2011,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,8
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,33
2010,Diabetes Mellitus (E10-E14),Male,Hispanic,187
2007,Insitu or Benign / Uncertain Neoplasms (D00-D48),Female,Not Stated/Unknown,0
2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,0
2011,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,253
2013,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,10
2009,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,0
2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,200
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Male,Asian and Pacific Islander,28
2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,143
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,187
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,193
2012,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,70
2010,Alzheimer's Disease (G30),Female,Hispanic,71
2009,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,506
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,529
2007,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,372
2009,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1180
2013,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,25
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,111
2014,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,145
2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,154
2009,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,0
2013,Alzheimer's Disease (G30),Female,White Non-Hispanic,263
2011,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,0
2007,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,34
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,6
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,152
2007,Insitu or Benign / Uncertain Neoplasms (D00-D48),Female,Other Race/ Ethnicity,0
2011,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,51
2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,28
2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,83
2007,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,0
2014,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,18
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,209
2007,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,246
2012,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,622
2007,All Other Causes,Male,Black Non-Hispanic,1163
2008,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,265
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,70
2014,All Other Causes,Male,Other Race/ Ethnicity,74
2007,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,45
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,33
2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,229
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,204
2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,235
2012,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,74
2012,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,11
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,5016
2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,8
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,178
2009,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,384
2014,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,318
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,15
2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,213
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,267
2007,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,231
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,1958
2014,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,14
2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,0
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,90
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,71
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,31
2007,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,345
2007,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,0
2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,207
2011,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,290
2013,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,0
2007,Diabetes Mellitus (E10-E14),Male,Hispanic,177
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,159
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,36
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,76
2007,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,0
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,17
2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,18
2014,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1532
2012,Alzheimer's Disease (G30),Female,White Non-Hispanic,222
2010,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,6
2011,"Assault (Homicide: Y87.1, X85-Y09)",Female,Not Stated/Unknown,0
2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,222
2014,All Other Causes,Female,Hispanic,1135
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2121
2014,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1154
2011,All Other Causes,Male,Other Race/ Ethnicity,27
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,96
2014,Diabetes Mellitus (E10-E14),Female,Hispanic,209
2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,1940
2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,176
2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,0
2012,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1126
2008,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,347
2013,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,184
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,32
2009,All Other Causes,Female,Hispanic,775
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2535
2014,Alzheimer's Disease (G30),Female,White Non-Hispanic,276
2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,206
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,261
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,196
2011,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,79
2011,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,266
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,76
2008,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3361
2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,74
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,82
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,258
2014,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,26
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,101
2013,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,174
2012,All Other Causes,Female,White Non-Hispanic,2444
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1201
2014,All Other Causes,Male,Not Stated/Unknown,96
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,36
2010,All Other Causes,Male,Hispanic,1167
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,35
2014,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,228
2012,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,0
2014,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1852
2011,All Other Causes,Male,White Non-Hispanic,2165
2013,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,103
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,169
2012,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,0
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,154
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,297
2011,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,27
2008,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,6
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Other Race/ Ethnicity,5
2014,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,50
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,0
2014,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3153
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,531
2008,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,0
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,448
2010,All Other Causes,Female,Asian and Pacific Islander,238
2009,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1557
2011,All Other Causes,Female,Hispanic,1025
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1281
2013,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,18
2011,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1590
2010,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,501
2014,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,175
2007,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,0
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,17
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,8
2010,Insitu or Benign / Uncertain Neoplasms (D00-D48),Female,Not Stated/Unknown,0
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,64
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,40
2014,All Other Causes,Female,Asian and Pacific Islander,339
2010,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,5
2014,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,50
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,28
2010,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,7
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1418
2007,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,70
2008,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,0
2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1330
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,3990
2012,All Other Causes,Male,Not Stated/Unknown,78
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,41
2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,7
2012,All Other Causes,Female,Other Race/ Ethnicity,22
2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Not Stated/Unknown,8
2009,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,0
2007,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,43
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,14
2007,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,0
2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,402
2013,All Other Causes,Female,Other Race/ Ethnicity,39
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,271
2014,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,242
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,0
2007,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,11
2012,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,153
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,162
2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,259
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,6
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,180
2013,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1784
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,182
2012,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,76
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,41
2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,61
2012,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,53
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,5351
2014,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,12
2010,All Other Causes,Male,Black Non-Hispanic,1230
2014,Alzheimer's Disease (G30),Female,Black Non-Hispanic,123
2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,154
2012,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,102
2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,132
2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,219
2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Black Non-Hispanic,70
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Hispanic,66
2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,158
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,178
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,138
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,189
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,56
2012,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,11
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Other Race/ Ethnicity,0
2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,109
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,0
2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,5
2011,All Other Causes,Female,Asian and Pacific Islander,278
2008,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,21
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,5
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Not Stated/Unknown,7
2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,0
2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,111
2008,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1756
2011,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,0
2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,11
2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,86
2008,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1464
2014,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,11
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,55
